"P","Points:0","Points:1","Points:2","T","U","V","div"
0.0042278,0.1875,0.9375,0,39.545,-0.0049901,0.00041009,-5.3906e-09
0.0045879,0.1875,0.9625,0,39.589,-0.0037298,0.00024431,-5.4671e-09
0.0049536,0.1875,0.9875,0,39.564,-0.0016174,7.2616e-05,-5.4927e-09
0.0029015,0.2125,0.0125,0,11.347,0.0032007,0.0001345,7.9563e-09
0.0025599,0.2125,0.0375,0,11.593,0.0070707,0.00040817,5.2306e-09
0.0022063,0.2125,0.0625,0,12.286,0.0088713,0.00059136,5.126e-09
0.0018535,0.2125,0.0875,0,13.397,0.0092504,0.00059709,4.9902e-09
0.0015153,0.2125,0.1125,0,14.743,0.0087793,0.00048583,4.8248e-09
0.001203,0.2125,0.1375,0,16.118,0.0078328,0.00034263,4.6319e-09
0.00092326,0.2125,0.1625,0,17.384,0.0066426,0.00022288,4.4134e-09
0.00067891,0.2125,0.1875,0,18.484,0.0053735,0.00014904,4.1717e-09
0.00046964,0.2125,0.2125,0,19.417,0.0041545,0.0001232,3.9088e-09
0.00029279,0.2125,0.2375,0,20.217,0.0030783,0.00013749,3.6269e-09
0.00014458,0.2125,0.2625,0,20.926,0.0021972,0.00017954,3.328e-09
2.1285e-05,0.2125,0.2875,0,21.587,0.0015243,0.0002354,3.0141e-09
-7.9991e-05,0.2125,0.3125,0,22.236,0.0010414,0.00029145,2.687e-09
-0.00016095,0.2125,0.3375,0,22.897,0.00071082,0.00033602,2.3486e-09
-0.00022218,0.2125,0.3625,0,23.587,0.00048627,0.0003606,2.0008e-09
-0.00026343,0.2125,0.3875,0,24.312,0.00032272,0.00036043,1.6454e-09
-0.00028399,0.2125,0.4125,0,25.074,0.00018245,0.00033441,1.2841e-09
-0.00028296,0.2125,0.4375,0,25.869,3.7932e-05,0.00028456,9.1863e-10
-0.00025943,0.2125,0.4625,0,26.692,-0.00012825,0.00021511,5.5061e-10
-0.00021267,0.2125,0.4875,0,27.539,-0.00032518,0.00013159,1.8143e-10
-0.0001421,0.2125,0.5125,0,28.403,-0.00055638,4.0083e-05,-1.8771e-10
-4.7369e-05,0.2125,0.5375,0,29.278,-0.00082235,-5.3259e-05,-5.5585e-10
7.1686e-05,0.2125,0.5625,0,30.157,-0.0011227,-0.00014238,-9.2222e-10
0.00021503,0.2125,0.5875,0,31.034,-0.0014575,-0.00022136,-1.2862e-09
0.00038246,0.2125,0.6125,0,31.904,-0.0018271,-0.0002844,-1.6475e-09
0.00057358,0.2125,0.6375,0,32.762,-0.0022322,-0.00032593,-2.0058e-09
0.00078781,0.2125,0.6625,0,33.601,-0.0026722,-0.00034099,-2.3606e-09
0.0010243,0.2125,0.6875,0,34.418,-0.0031443,-0.00032573,-2.7115e-09
0.0012821,0.2125,0.7125,0,35.207,-0.0036414,-0.00027829,-3.0575e-09
0.0015597,0.2125,0.7375,0,35.962,-0.0041512,-0.00019954,-3.3968e-09
0.0018554,0.2125,0.7625,0,36.676,-0.0046555,-9.3914e-05,-3.7267e-09
0.0021672,0.2125,0.7875,0,37.34,-0.0051293,3.0181e-05,-4.0437e-09
0.0024928,0.2125,0.8125,0,37.945,-0.0055409,0.00016024,-4.343e-09
0.0028297,0.2125,0.8375,0,38.478,-0.0058511,0.00028014,-4.6192e-09
0.0031757,0.2125,0.8625,0,38.93,-0.0060113,0.00037131,-4.8661e-09
0.0035287,0.2125,0.8875,0,39.291,-0.0059596,0.00041492,-5.0778e-09
0.003887,0.2125,0.9125,0,39.551,-0.0056145,0.00039588,-5.2486e-09
0.0042498,0.2125,0.9375,0,39.709,-0.0048638,0.00030966,-5.3737e-09
0.0046167,0.2125,0.9625,0,39.774,-0.003555,0.00017437,-5.4499e-09
0.0049879,0.2125,0.9875,0,39.773,-0.0014955,4.9312e-05,-5.4754e-09
0.0028201,0.2375,0.0125,0,11.667,0.0029004,0.00016585,8.0149e-09
0.0024926,0.2375,0.0375,0,11.865,0.0066911,0.00057213,5.2647e-09
0.0021542,0.2375,0.0625,0,12.441,0.0086483,0.00099153,5.1564e-09
0.0018162,0.2375,0.0875,0,13.394,0.0091983,0.0012609,5.0163e-09
0.0014919,0.2375,0.1125,0,14.587,0.0088256,0.0013779,4.8464e-09
0.0011919,0.2375,0.1375,0,15.84,0.0079089,0.0013988,4.6489e-09
0.00092255,0.2375,0.1625,0,17.019,0.0067105,0.0013746,4.4262e-09
0.00068625,0.2375,0.1875,0,18.058,0.0054193,0.0013348,4.1806e-09
0.00048231,0.2375,0.2125,0,18.949,0.0041769,0.0012924,3.9143e-09
0.00030806,0.2375,0.2375,0,19.719,0.0030823,0.0012516,3.6296e-09
0.0001601,0.2375,0.2625,0,20.408,0.0021907,0.0012121,3.3283e-09
3.5344e-05,0.2375,0.2875,0,21.06,0.0015161,0.0011709,3.0125e-09
-6.8368e-05,0.2375,0.3125,0,21.711,0.0010404,0.001124,2.6839e-09
-0.00015208,0.2375,0.3375,0,22.386,0.00072398,0.0010674,2.3445e-09
-0.00021587,0.2375,0.3625,0,23.1,0.00051828,0.00099762,1.9959e-09
-0.00025923,0.2375,0.3875,0,23.856,0.00037536,0.00091315,1.6401e-09
-0.00028132,0.2375,0.4125,0,24.654,0.00025481,0.00081418,1.2788e-09
-0.00028128,0.2375,0.4375,0,25.489,0.00012694,0.00070266,9.138e-10
-0.00025834,0.2375,0.4625,0,26.354,-2.7108e-05,0.00058197,5.4676e-10
-0.00021189,0.2375,0.4875,0,27.243,-0.00021718,0.00045635,1.7898e-10
-0.00014152,0.2375,0.5125,0,28.147,-0.00044705,0.00033053,-1.8847e-10
-4.6964e-05,0.2375,0.5375,0,29.06,-0.00071725,0.00020945,-5.5477e-10
7.1854e-05,0.2375,0.5625,0,29.974,-0.0010273,9.8051e-05,-9.1932e-10
0.00021487,0.2375,0.5875,0,30.885,-0.0013771,1.2492e-06,-1.2816e-09
0.00038187,0.2375,0.6125,0,31.787,-0.001767,-7.6209e-05,-1.6414e-09
0.00057249,0.2375,0.6375,0,32.674,-0.002197,-0.00012998,-1.9982e-09
0.00078621,0.2375,0.6625,0,33.543,-0.0026658,-0.00015653,-2.3519e-09
0.0010223,0.2375,0.6875,0,34.389,-0.0031688,-0.00015373,-2.7017e-09
0.0012798,0.2375,0.7125,0,35.206,-0.0036966,-0.00012145,-3.0467e-09
0.0015574,0.2375,0.7375,0,35.989,-0.004234,-6.2205e-05,-3.3851e-09
0.0018535,0.2375,0.7625,0,36.729,-0.004759,1.8512e-05,-3.7141e-09
0.0021663,0.2375,0.7875,0,37.417,-0.0052433,0.00011205,-4.0302e-09
0.0024935,0.2375,0.8125,0,38.04,-0.0056517,0.00020684,-4.3286e-09
0.0028328,0.2375,0.8375,0,38.588,-0.0059424,0.00028907,-4.6039e-09
0.0031821,0.2375,0.8625,0,39.05,-0.006066,0.00034401,-4.8499e-09
0.0035393,0.2375,0.8875,0,39.416,-0.0059627,0.00035823,-5.0608e-09
0.0039026,0.2375,0.9125,0,39.682,-0.0055573,0.00032315,-5.2308e-09
0.0042706,0.2375,0.9375,0,39.847,-0.0047519,0.00024025,-5.3554e-09
0.0046425,0.2375,0.9625,0,39.922,-0.0034201,0.00012876,-5.4313e-09
0.0050176,0.2375,0.9875,0,39.933,-0.0014114,3.4824e-05,-5.4567e-09
0.0027585,0.2625,0.0125,0,11.948,0.0025625,0.00017202,8.0593e-09
0.0024424,0.2625,0.0375,0,12.103,0.006156,0.00063867,5.2898e-09
0.0021178,0.2625,0.0625,0,12.571,0.0081995,0.0012032,5.1783e-09
0.0017944,0.2625,0.0875,0,13.371,0.008921,0.00166,5.0345e-09
0.0014836,0.2625,0.1125,0,14.404,0.0086938,0.0019519,4.8607e-09
0.001195,0.2625,0.1375,0,15.522,0.0078708,0.0021009,4.6593e-09
0.00093441,0.2625,0.1625,0,16.603,0.0067264,0.0021473,4.433e-09
0.000704,0.2625,0.1875,0,17.578,0.0054661,0.0021244,4.184e-09
0.000503,0.2625,0.2125,0,18.431,0.0042421,0.0020548,3.9149e-09
0.00032906,0.2625,0.2375,0,19.181,0.0031591,0.0019535,3.6277e-09
0.00017935,0.2625,0.2625,0,19.866,0.0022756,0.0018314,3.3245e-09
5.1542e-05,0.2625,0.2875,0,20.527,0.001608,0.0016958,3.007e-09
-5.5776e-05,0.2625,0.3125,0,21.199,0.0011393,0.0015518,2.6771e-09
-0.00014303,0.2625,0.3375,0,21.905,0.00083075,0.0014027,2.3366e-09
-0.00020991,0.2625,0.3625,0,22.656,0.00063325,0.0012507,1.9871e-09
-0.00025566,0.2625,0.3875,0,23.455,0.00049813,0.0010975,1.6308e-09
-0.00027945,0.2625,0.4125,0,24.297,0.00038397,0.00094451,1.2694e-09
-0.0002805,0.2625,0.4375,0,25.177,0.00026015,0.00079365,9.0497e-10
-0.00025818,0.2625,0.4625,0,26.085,0.00010711,0.00064691,5.3917e-10
-0.00021206,0.2625,0.4875,0,27.012,-8.5462e-05,0.00050659,1.7327e-10
-0.00014186,0.2625,0.5125,0,27.952,-0.0003216,0.00037523,-1.9189e-10
-4.744e-05,0.2625,0.5375,0,28.897,-0.00060198,0.0002556,-5.5575e-10
7.1209e-05,0.2625,0.5625,0,29.84,-0.00092624,0.00015064,-9.1791e-10
0.00021399,0.2625,0.5875,0,30.777,-0.0012942,6.3412e-05,-1.278e-09
0.0003807,0.2625,0.6125,0,31.703,-0.0017059,-3.127e-06,-1.6358e-09
0.00057102,0.2625,0.6375,0,32.614,-0.002161,-4.6414e-05,-1.991e-09
0.00078447,0.2625,0.6625,0,33.507,-0.0026569,-6.4725e-05,-2.3432e-09
0.0010204,0.2625,0.6875,0,34.377,-0.0031875,-5.766e-05,-2.6918e-09
0.001278,0.2625,0.7125,0,35.219,-0.0037412,-2.6598e-05,-3.0356e-09
0.0015559,0.2625,0.7375,0,36.027,-0.0043002,2.4981e-05,-3.3728e-09
0.0018528,0.2625,0.7625,0,36.79,-0.0048399,9.1339e-05,-3.7008e-09
0.0021668,0.2625,0.7875,0,37.498,-0.0053292,0.00016455,-4.0159e-09
0.0024958,0.2625,0.8125,0,38.137,-0.0057308,0.00023476,-4.3132e-09
0.0028375,0.2625,0.8375,0,38.697,-0.0060016,0.00029084,-4.5875e-09
0.0031899,0.2625,0.8625,0,39.165,-0.0060924,0.00032149,-4.8326e-09
0.0035507,0.2625,0.8875,0,39.535,-0.0059463,0.00031731,-5.0425e-09
0.003918,0.2625,0.9125,0,39.803,-0.005495,0.00027378,-5.2118e-09
0.0042903,0.2625,0.9375,0,39.971,-0.0046529,0.00019541,-5.3359e-09
0.0046661,0.2625,0.9625,0,40.051,-0.0033129,0.00010066,-5.4114e-09
0.0050444,0.2625,0.9875,0,40.069,-0.0013503,2.6261e-05,-5.4366e-09
0.0027136,0.2875,0.0125,0,12.196,0.0022293,0.00016114,8.089e-09
0.0024061,0.2875,0.0375,0,12.318,0.0055524,0.00063133,5.3058e-09
0.0020932,0.2875,0.0625,0,12.693,0.0076119,0.0012581,5.1917e-09
0.0017827,0.2875,0.0875,0,13.353,0.008484,0.0018258,5.0448e-09
0.0014842,0.2875,0.1125,0,14.232,0.0084269,0.0022378,4.8677e-09
0.0012057,0.2875,0.1375,0,15.215,0.0077447,0.0024819,4.6631e-09
0.00095246,0.2875,0.1625,0,16.195,0.0067051,0.0025828,4.4336e-09
0.00072626,0.2875,0.1875,0,17.105,0.0055206,0.0025725,4.1819e-09
0.00052654,0.2875,0.2125,0,17.923,0.0043504,0.0024793,3.9105e-09
0.00035145,0.2875,0.2375,0,18.662,0.003304,0.0023274,3.6213e-09
0.00019888,0.2875,0.2625,0,19.355,0.0024436,0.0021366,3.3164e-09
6.7272e-05,0.2875,0.2875,0,20.039,0.0017887,0.0019234,2.9975e-09
-4.4085e-05,0.2875,0.3125,0,20.744,0.001325,0.001701,2.6662e-09
-0.00013509,0.2875,0.3375,0,21.491,0.0010159,0.0014793,2.3244e-09
-0.00020508,0.2875,0.3625,0,22.289,0.00081399,0.0012655,1.9739e-09
-0.00025322,0.2875,0.3875,0,23.136,0.00067191,0.0010642,1.6166e-09
-0.00027865,0.2875,0.4125,0,24.025,0.000549,0.00087835,1.2549e-09
-0.00028073,0.2875,0.4375,0,24.949,0.00041509,0.00070923,8.9096e-10
-0.000259,0.2875,0.4625,0,25.895,0.00025083,0.00055731,5.267e-10
-0.00021317,0.2875,0.4875,0,26.857,4.5861e-05,0.00042259,1.6335e-10
-0.00014311,0.2875,0.5125,0,27.825,-0.00020402,0.00030505,-1.9866e-10
-4.878e-05,0.2875,0.5375,0,28.793,-0.00049977,0.00020488,-5.5925e-10
6.9768e-05,0.2875,0.5625,0,29.756,-0.00084127,0.00012265,-9.1831e-10
0.00021242,0.2875,0.5875,0,30.711,-0.0012285,5.9212e-05,-1.2757e-09
0.00037898,0.2875,0.6125,0,31.654,-0.0016613,1.5498e-05,-1.6311e-09
0.00056918,0.2875,0.6375,0,32.582,-0.0021389,-7.8087e-06,-1.9843e-09
0.00078262,0.2875,0.6625,0,33.494,-0.0026578,-1.0685e-05,-2.3347e-09
0.0010187,0.2875,0.6875,0,34.385,-0.0032103,5.8627e-06,-2.6818e-09
0.0012766,0.2875,0.7125,0,35.25,-0.0037832,3.9535e-05,-3.0243e-09
0.0015553,0.2875,0.7375,0,36.079,-0.0043569,8.6616e-05,-3.3603e-09
0.0018532,0.2875,0.7625,0,36.862,-0.0049049,0.00014198,-3.6871e-09
0.0021685,0.2875,0.7875,0,37.587,-0.0053946,0.00019917,-4.0009e-09
0.0024993,0.2875,0.8125,0,38.239,-0.0057871,0.00025057,-4.2971e-09
0.0028434,0.2875,0.8375,0,38.807,-0.0060386,0.00028772,-4.5702e-09
0.0031984,0.2875,0.8625,0,39.28,-0.0061006,0.00030219,-4.8143e-09
0.0035624,0.2875,0.8875,0,39.652,-0.005919,0.00028717,-5.0233e-09
0.0039331,0.2875,0.9125,0,39.92,-0.0054319,0.00024024,-5.1918e-09
0.0043089,0.2875,0.9375,0,40.089,-0.0045642,0.00016683,-5.3152e-09
0.004688,0.2875,0.9625,0,40.172,-0.0032237,8.3739e-05,-5.3903e-09
0.0050693,0.2875,0.9875,0,40.193,-0.0013027,2.1348e-05,-5.4154e-09
0.0026814,0.3125,0.0125,0,12.419,0.0019275,0.00014065,8.1048e-09
0.0023802,0.3125,0.0375,0,12.514,0.0049491,0.00057552,5.3132e-09
0.0020765,0.3125,0.0625,0,12.814,0.0069656,0.0011983,5.1969e-09
0.0017768,0.3125,0.0875,0,13.354,0.0079529,0.0018079,5.0475e-09
0.0014887,0.3125,0.1125,0,14.095,0.0080676,0.0022864,4.8677e-09
0.0012189,0.3125,0.1375,0,14.951,0.0075529,0.0025934,4.6604e-09
0.00097162,0.3125,0.1625,0,15.833,0.0066539,0.0027355,4.4284e-09
0.0007484,0.3125,0.1875,0,16.679,0.0055794,0.0027383,4.1746e-09
0.00054897,0.3125,0.2125,0,17.465,0.0044909,0.0026322,3.9012e-09
0.00037204,0.3125,0.2375,0,18.199,0.0035011,0.0024467,3.6105e-09
0.00021624,0.3125,0.2625,0,18.907,0.0026754,0.0022087,3.3041e-09
8.0757e-05,0.3125,0.2875,0,19.621,0.0020369,0.0019418,2.9839e-09
-3.4501e-05,0.3125,0.3125,0,20.368,0.0015751,0.0016659,2.6513e-09
-0.00012898,0.3125,0.3375,0,21.162,0.001257,0.0013964,2.308e-09
-0.0002018,0.3125,0.3625,0,22.009,0.0010386,0.0011446,1.9558e-09
-0.00025203,0.3125,0.3875,0,22.904,0.00087557,0.00091756,1.5969e-09
-0.00027888,0.3125,0.4125,0,23.838,0.00072981,0.00071895,1.2341e-09
-0.00028183,0.3125,0.4375,0,24.8,0.0005729,0.00054945,8.7031e-10
-0.00026057,0.3125,0.4625,0,25.778,0.00038655,0.00040785,5.0792e-10
-0.00021497,0.3125,0.4875,0,26.765,0.00016083,0.00029187,1.4819e-10
-0.000145,0.3125,0.5125,0,27.752,-0.00010857,0.00019899,-2.094e-10
-5.0725e-05,0.3125,0.5375,0,28.736,-0.000423,0.00012694,-5.6555e-10
6.7776e-05,0.3125,0.5625,0,29.711,-0.00078282,7.3959e-05,-9.2064e-10
0.00021038,0.3125,0.5875,0,30.677,-0.0011883,3.8797e-05,-1.2746e-09
0.00037691,0.3125,0.6125,0,31.632,-0.0016395,2.0492e-05,-1.6272e-09
0.00056717,0.3125,0.6375,0,32.574,-0.0021351,1.8051e-05,-1.9781e-09
0.0007808,0.3125,0.6625,0,33.502,-0.0026709,3.0121e-05,-2.3266e-09
0.0010173,0.3125,0.6875,0,34.412,-0.0032384,5.4754e-05,-2.672e-09
0.0012758,0.3125,0.7125,0,35.296,-0.0038233,8.9322e-05,-3.013e-09
0.0015554,0.3125,0.7375,0,36.145,-0.004405,0.00013055,-3.3476e-09
0.0018545,0.3125,0.7625,0,36.945,-0.0049562,0.00017461,-3.6731e-09
0.0021713,0.3125,0.7875,0,37.684,-0.005443,0.00021707,-3.9856e-09
0.0025038,0.3125,0.8125,0,38.347,-0.0058258,0.00025281,-4.2806e-09
0.00285,0.3125,0.8375,0,38.921,-0.0060602,0.00027597,-4.5524e-09
0.0032074,0.3125,0.8625,0,39.396,-0.0060978,0.00028028,-4.7953e-09
0.0035741,0.3125,0.8875,0,39.769,-0.0058869,0.00026041,-5.0033e-09
0.0039478,0.3125,0.9125,0,40.036,-0.005371,0.00021442,-5.1709e-09
0.0043265,0.3125,0.9375,0,40.205,-0.0044843,0.0001471,-5.2937e-09
0.0047086,0.3125,0.9625,0,40.288,-0.0031465,7.3106e-05,-5.3684e-09
0.0050926,0.3125,0.9875,0,40.311,-0.0012628,1.8492e-05,-5.3934e-09
0.0026584,0.3375,0.0125,0,12.619,0.0016707,0.00011616,8.1078e-09
0.0023616,0.3375,0.0375,0,12.695,0.0043939,0.00049332,5.3126e-09
0.0020648,0.3375,0.0625,0,12.935,0.0063256,0.0010658,5.1947e-09
0.0017736,0.3375,0.0875,0,13.377,0.0073877,0.0016614,5.0433e-09
0.001494,0.3375,0.1125,0,14.001,0.0076577,0.0021581,4.8613e-09
0.0012311,0.3375,0.1375,0,14.744,0.0073172,0.0024965,4.6519e-09
0.00098849,0.3375,0.1625,0,15.535,0.006578,0.0026659,4.418e-09
0.00076738,0.3375,0.1875,0,16.322,0.0056357,0.0026826,4.1625e-09
0.00056774,0.3375,0.2125,0,17.079,0.0046485,0.0025748,3.8876e-09
0.00038882,0.3375,0.2375,0,17.811,0.0037296,0.0023742,3.5956e-09
0.00022996,0.3375,0.2625,0,18.538,0.0029469,0.0021122,3.2881e-09
9.0983e-05,0.3375,0.2875,0,19.286,0.0023271,0.0018173,2.9667e-09
-2.765e-05,0.3375,0.3125,0,20.076,0.001864,0.0015141,2.6325e-09
-0.00012505,0.3375,0.3375,0,20.918,0.0015293,0.0012223,2.2872e-09
-0.00020016,0.3375,0.3625,0,21.813,0.0012842,0.00095612,1.9326e-09
-0.00025203,0.3375,0.3875,0,22.752,0.0010889,0.00072412,1.571e-09
-0.00027996,0.3375,0.4125,0,23.724,0.00090906,0.00053015,1.2057e-09
-0.00028354,0.3375,0.4375,0,24.716,0.0007192,0.00037409,8.4103e-10
-0.00026261,0.3375,0.4625,0,25.718,0.0005028,0.00025315,4.8082e-10
-0.00021715,0.3375,0.4875,0,26.721,0.00025063,0.00016308,1.2661e-10
-0.00014723,0.3375,0.5125,0,27.72,-4.1665e-05,9.9261e-05,-2.2447e-10
-5.2969e-05,0.3375,0.5375,0,28.712,-0.00037594,5.7345e-05,-5.7465e-10
6.5521e-05,0.3375,0.5625,0,29.694,-0.00075321,3.365e-05,-9.2475e-10
0.00020813,0.3375,0.5875,0,30.666,-0.0011743,2.516e-05,-1.2747e-09
0.00037475,0.3375,0.6125,0,31.63,-0.0016394,2.9331e-05,-1.6242e-09
0.0005652,0.3375,0.6375,0,32.584,-0.0021472,4.3814e-05,-1.9725e-09
0.0007792,0.3375,0.6625,0,33.527,-0.0026932,6.6246e-05,-2.3189e-09
0.0010163,0.3375,0.6875,0,34.453,-0.0032686,9.4174e-05,-2.6625e-09
0.0012757,0.3375,0.7125,0,35.356,-0.0038587,0.00012516,-3.0019e-09
0.0015563,0.3375,0.7375,0,36.222,-0.0044427,0.00015692,-3.3351e-09
0.0018566,0.3375,0.7625,0,37.038,-0.0049931,0.00018745,-3.6592e-09
0.0021749,0.3375,0.7875,0,37.788,-0.0054759,0.0002148,-3.9704e-09
0.0025091,0.3375,0.8125,0,38.458,-0.0058505,0.00023659,-4.2639e-09
0.0028571,0.3375,0.8375,0,39.036,-0.0060715,0.00024938,-4.5345e-09
0.0032166,0.3375,0.8625,0,39.513,-0.00609,0.00024859,-4.7761e-09
0.0035855,0.3375,0.8875,0,39.885,-0.0058556,0.00022933,-4.983e-09
0.0039617,0.3375,0.9125,0,40.151,-0.0053159,0.00018888,-5.1497e-09
0.0043432,0.3375,0.9375,0,40.319,-0.0044133,0.00013014,-5.2718e-09
0.004728,0.3375,0.9625,0,40.402,-0.0030785,6.5112e-05,-5.346e-09
0.0051147,0.3375,0.9875,0,40.426,-0.0012278,1.6596e-05,-5.3709e-09
0.0026416,0.3625,0.0125,0,12.803,0.0014632,9.1328e-05,8.0998e-09
0.0023479,0.3625,0.0375,0,12.863,0.0039143,0.00040121,5.3053e-09
0.0020562,0.3625,0.0625,0,13.058,0.0057383,0.00089564,5.1861e-09
0.0017713,0.3625,0.0875,0,13.423,0.0068375,0.0014375,5.0331e-09
0.001498,0.3625,0.1125,0,13.95,0.0072358,0.0019129,4.8494e-09
0.0012405,0.3625,0.1375,0,14.597,0.00706,0.0022537,4.6383e-09
0.0010013,0.3625,0.1625,0,15.309,0.0064841,0.0024355,4.403e-09
0.00078166,0.3625,0.1875,0,16.042,0.0056839,0.0024645,4.1462e-09
0.0005816,0.3625,0.2125,0,16.774,0.0048086,0.0023639,3.8703e-09
0.00040088,0.3625,0.2375,0,17.506,0.0039692,0.0021647,3.5774e-09
0.00023941,0.3625,0.2625,0,18.253,0.0032343,0.0018997,3.269e-09
9.7607e-05,0.3625,0.2875,0,19.036,0.002634,0.0016003,2.9464e-09
-2.3666e-05,0.3625,0.3125,0,19.867,0.0021665,0.0012942,2.6107e-09
-0.00012326,0.3625,0.3375,0,20.753,0.0018095,0.0010033,2.263e-09
-0.00020001,0.3625,0.3625,0,21.69,0.0015302,0.0007434,1.9048e-09
-0.00025301,0.3625,0.3875,0,22.665,0.0012945,0.00052379,1.5385e-09
-0.00028163,0.3625,0.4125,0,23.667,0.0010732,0.000348,1.1681e-09
-0.00028559,0.3625,0.4375,0,24.681,0.00084416,0.00021498,8.0005e-10
-0.00026482,0.3625,0.4625,0,25.698,0.00059315,0.00012061,4.4195e-10
-0.00021941,0.3625,0.4875,0,26.71,0.00031181,5.9142e-05,9.7469e-11
-0.00014951,0.3625,0.5125,0,27.714,-4.2749e-06,2.4395e-05,-2.4366e-10
-5.5246e-05,0.3625,0.5375,0,28.708,-0.00035756,1.0542e-05,-5.8586e-10
6.3258e-05,0.3625,0.5625,0,29.692,-0.00074982,1.247e-05,-9.2999e-10
0.00020593,0.3625,0.5875,0,30.67,-0.0011825,2.5807e-05,-1.2755e-09
0.00037271,0.3625,0.6125,0,31.641,-0.0016563,4.6757e-05,-1.6216e-09
0.00056347,0.3625,0.6375,0,32.606,-0.00217,7.1923e-05,-1.9673e-09
0.000778,0.3625,0.6625,0,33.564,-0.0027192,9.8242e-05,-2.3116e-09
0.0010158,0.3625,0.6875,0,34.507,-0.0032954,0.00012312,-2.6535e-09
0.0012762,0.3625,0.7125,0,35.427,-0.0038844,0.00014471,-2.9913e-09
0.001558,0.3625,0.7375,0,36.309,-0.0044662,0.00016223,-3.323e-09
0.0018596,0.3625,0.7625,0,37.138,-0.0050139,0.00017597,-3.6457e-09
0.0021793,0.3625,0.7875,0,37.898,-0.0054933,0.00018686,-3.9554e-09
0.0025149,0.3625,0.8125,0,38.573,-0.0058634,0.00019548,-4.2476e-09
0.0028644,0.3625,0.8375,0,39.153,-0.0060767,0.00020083,-4.5168e-09
0.0032257,0.3625,0.8625,0,39.63,-0.0060827,0.00019956,-4.7571e-09
0.0035966,0.3625,0.8875,0,40.001,-0.0058306,0.00018649,-4.9628e-09
0.003975,0.3625,0.9125,0,40.266,-0.005271,0.00015698,-5.1285e-09
0.0043588,0.3625,0.9375,0,40.433,-0.0043535,0.00011095,-5.2498e-09
0.0047462,0.3625,0.9625,0,40.516,-0.0030193,5.6981e-05,-5.3236e-09
0.0051355,0.3625,0.9875,0,40.54,-0.0011963,1.4878e-05,-5.3483e-09
0.0026284,0.3875,0.0125,0,12.972,0.0013037,6.8249e-05,8.0826e-09
0.0023372,0.3875,0.0375,0,13.021,0.0035223,0.00031002,5.2923e-09
0.0020492,0.3875,0.0625,0,13.182,0.0052319,0.00071403,5.1721e-09
0.0017688,0.3875,0.0875,0,13.487,0.0063382,0.0011778,5.0179e-09
0.0015001,0.3875,0.1125,0,13.939,0.0068339,0.0016037,4.8329e-09
0.0012464,0.3875,0.1375,0,14.507,0.0068021,0.0019228,4.6206e-09
0.0010097,0.3875,0.1625,0,15.152,0.0063806,0.0021023,4.3842e-09
0.00079091,0.3875,0.1875,0,15.839,0.0057211,0.0021396,4.1266e-09
0.00059036,0.3875,0.2125,0,16.55,0.00496,0.0020515,3.85e-09
0.00040816,0.3875,0.2375,0,17.284,0.0042026,0.0018659,3.5566e-09
0.0002447,0.3875,0.2625,0,18.051,0.0035168,0.001615,3.2476e-09
0.00010082,0.3875,0.2875,0,18.865,0.0029351,0.0013308,2.9242e-09
-2.2293e-05,0.3875,0.3125,0,19.733,0.0024607,0.0010416,2.5869e-09
-0.00012332,0.3875,0.3375,0,20.657,0.0020774,0.00077043,2.2365e-09
-0.00020108,0.3875,0.3625,0,21.628,0.0017594,0.00053319,1.8737e-09
-0.00025469,0.3875,0.3875,0,22.631,0.0014791,0.00033898,1.5001e-09
-0.00028363,0.3875,0.4125,0,23.653,0.0012127,0.00019066,1.1199e-09
-0.00028771,0.3875,0.4375,0,24.68,0.00094203,8.6301e-05,7.4218e-10
-0.00026696,0.3875,0.4625,0,25.703,0.00065515,2.0806e-05,3.8392e-10
-0.00022154,0.3875,0.4875,0,26.718,0.00034463,-1.2538e-05,6.0513e-11
-0.00015163,0.3875,0.5125,0,27.722,5.9688e-06,-2.0851e-05,-2.6512e-10
-5.7355e-05,0.3875,0.5375,0,28.715,-0.0003639,-1.0897e-05,-5.9744e-10
6.1182e-05,0.3875,0.5625,0,29.701,-0.00076754,1.1238e-05,-9.3515e-10
0.00020396,0.3875,0.5875,0,30.682,-0.0012071,4.0174e-05,-1.2763e-09
0.00037097,0.3875,0.6125,0,31.661,-0.0016836,7.113e-05,-1.6192e-09
0.00056215,0.3875,0.6375,0,32.639,-0.0021965,9.9878e-05,-1.9624e-09
0.00077733,0.3875,0.6625,0,33.611,-0.002742,0.00012289,-2.3048e-09
0.001016,0.3875,0.6875,0,34.571,-0.0033123,0.00013773,-2.645e-09
0.0012775,0.3875,0.7125,0,35.507,-0.0038949,0.00014352,-2.9814e-09
0.0015604,0.3875,0.7375,0,36.404,-0.0044712,0.00014141,-3.3117e-09
0.0018633,0.3875,0.7625,0,37.243,-0.0050157,0.00013446,-3.633e-09
0.0021842,0.3875,0.7875,0,38.009,-0.0054949,0.00012692,-3.9413e-09
0.0025211,0.3875,0.8125,0,38.687,-0.0058662,0.00012263,-4.2321e-09
0.0028719,0.3875,0.8375,0,39.268,-0.0060797,0.00012306,-4.4998e-09
0.0032346,0.3875,0.8625,0,39.745,-0.0060813,0.00012587,-4.7388e-09
0.0036071,0.3875,0.8875,0,40.115,-0.005818,0.00012497,-4.9432e-09
