"P","Points:0","Points:1","Points:2","T","U","V","div"
-0.00023131,0.8875,0.3875,0,23.86,0.0012385,0.0065767,1.3483e-09
-0.00025889,0.8875,0.4125,0,24.619,0.0009465,0.0070039,1.0399e-09
-0.00026186,0.8875,0.4375,0,25.383,0.00067259,0.0073919,7.2596e-10
-0.00024009,0.8875,0.4625,0,26.15,0.00041703,0.0077415,4.0634e-10
-0.00019371,0.8875,0.4875,0,26.915,0.00018009,0.0080541,8.1094e-11
-0.0001231,0.8875,0.5125,0,27.678,-3.8273e-05,0.0083322,-2.4934e-10
-2.8905e-05,0.8875,0.5375,0,28.436,-0.00023915,0.0085789,-5.8413e-10
8.8073e-05,0.8875,0.5625,0,29.186,-0.00042568,0.0087984,-9.2196e-10
0.00022696,0.8875,0.5875,0,29.929,-0.00060428,0.0089954,-1.2611e-09
0.00038703,0.8875,0.6125,0,30.663,-0.00078573,0.0091737,-1.5992e-09
0.00056799,0.8875,0.6375,0,31.393,-0.00098592,0.0093347,-1.9338e-09
0.00077027,0.8875,0.6625,0,32.122,-0.0012256,0.0094751,-2.2618e-09
0.0009954,0.8875,0.6875,0,32.86,-0.0015283,0.0095845,-2.5801e-09
0.0012461,0.8875,0.7125,0,33.618,-0.0019168,0.0096429,-2.8856e-09
0.0015263,0.8875,0.7375,0,34.415,-0.0024069,0.0096198,-3.1752e-09
0.0018406,0.8875,0.7625,0,35.271,-0.0029997,0.0094754,-3.4458e-09
0.0021932,0.8875,0.7875,0,36.21,-0.0036744,0.0091643,-3.6948e-09
0.002587,0.8875,0.8125,0,37.255,-0.004385,0.0086423,-3.9197e-09
0.003022,0.8875,0.8375,0,38.427,-0.0050638,0.0078766,-4.1186e-09
0.0034952,0.8875,0.8625,0,39.741,-0.0056367,0.0068559,-4.2895e-09
0.0040008,0.8875,0.8875,0,41.188,-0.006046,0.0055984,-4.4312e-09
0.0045308,0.8875,0.9125,0,42.689,-0.0062527,0.0041586,-4.5424e-09
0.0050744,0.8875,0.9375,0,44.051,-0.0061481,0.0026426,-4.6224e-09
0.0056195,0.8875,0.9625,0,45.006,-0.0053226,0.0012466,-4.6705e-09
0.0061617,0.8875,0.9875,0,45.4,-0.0028206,0.00030513,-4.6865e-09
0.0020175,0.9125,0.0125,0,18.802,0.0026996,-0.00015216,7.382e-09
0.0018681,0.9125,0.0375,0,18.357,0.0046375,-0.00029615,4.8192e-09
0.0017118,0.9125,0.0625,0,18.169,0.0050814,-7.457e-05,4.6899e-09
0.0015416,0.9125,0.0875,0,18.282,0.00494,0.00050444,4.5254e-09
0.0013596,0.9125,0.1125,0,18.607,0.0045868,0.0013282,4.3312e-09
0.00117,0.9125,0.1375,0,19.067,0.0041689,0.0022909,4.1127e-09
0.00097795,0.9125,0.1625,0,19.613,0.0037431,0.0033145,3.8748e-09
0.0007884,0.9125,0.1875,0,20.216,0.0033301,0.0043467,3.6222e-09
0.0006059,0.9125,0.2125,0,20.857,0.0029366,0.005354,3.3582e-09
0.00043448,0.9125,0.2375,0,21.527,0.0025642,0.0063163,3.0859e-09
0.00027755,0.9125,0.2625,0,22.218,0.0022127,0.0072215,2.8071e-09
0.00013791,0.9125,0.2875,0,22.925,0.0018817,0.0080628,2.5231e-09
1.7814e-05,0.9125,0.3125,0,23.645,0.0015703,0.008837,2.2345e-09
-8.0986e-05,0.9125,0.3375,0,24.374,0.0012779,0.0095426,1.9415e-09
-0.00015716,0.9125,0.3625,0,25.109,0.001004,0.010179,1.6441e-09
-0.00020972,0.9125,0.3875,0,25.849,0.00074783,0.010748,1.3418e-09
-0.00023802,0.9125,0.4125,0,26.591,0.00050906,0.011249,1.0343e-09
-0.00024168,0.9125,0.4375,0,27.333,0.00028731,0.011683,7.2131e-10
-0.00022057,0.9125,0.4625,0,28.074,8.233e-05,0.012054,4.0261e-10
-0.00017482,0.9125,0.4875,0,28.812,-0.00010628,0.012362,7.8326e-11
-0.00010478,0.9125,0.5125,0,29.544,-0.00027938,0.012612,-2.511e-10
-1.0969e-05,0.9125,0.5375,0,30.271,-0.00043888,0.012806,-5.848e-10
0.000106,0.9125,0.5625,0,30.991,-0.00058841,0.012949,-9.2141e-10
0.00024555,0.9125,0.5875,0,31.705,-0.00073403,0.013044,-1.2591e-09
0.00040732,0.9125,0.6125,0,32.413,-0.00088484,0.013095,-1.5956e-09
0.00059145,0.9125,0.6375,0,33.12,-0.0010531,0.0131,-1.9283e-09
0.00079877,0.9125,0.6625,0,33.83,-0.0012535,0.013055,-2.2541e-09
0.001031,0.9125,0.6875,0,34.551,-0.0015016,0.012946,-2.5699e-09
0.0012909,0.9125,0.7125,0,35.296,-0.0018103,0.012755,-2.8726e-09
0.0015818,0.9125,0.7375,0,36.076,-0.0021858,0.01245,-3.159e-09
0.0019073,0.9125,0.7625,0,36.909,-0.0026224,0.011996,-3.4263e-09
0.0022705,0.9125,0.7875,0,37.81,-0.0030984,0.011354,-3.6718e-09
0.0026727,0.9125,0.8125,0,38.793,-0.0035755,0.010491,-3.8933e-09
0.0031129,0.9125,0.8375,0,39.873,-0.0040044,0.0093875,-4.0888e-09
0.0035878,0.9125,0.8625,0,41.059,-0.0043379,0.00805,-4.2567e-09
0.0040926,0.9125,0.8875,0,42.345,-0.0045488,0.0065114,-4.3956e-09
0.0046208,0.9125,0.9125,0,43.672,-0.0046304,0.0048318,-4.5047e-09
0.0051647,0.9125,0.9375,0,44.878,-0.0045282,0.0031056,-4.583e-09
0.0057156,0.9125,0.9625,0,45.733,-0.0039477,0.0015068,-4.6302e-09
0.0062731,0.9125,0.9875,0,46.096,-0.0021314,0.00038406,-4.6458e-09
0.0018619,0.9375,0.0125,0,22.3,0.0027888,6.2962e-05,7.3687e-09
0.0018009,0.9375,0.0375,0,21.746,0.0042499,0.0005053,4.8108e-09
0.0016983,0.9375,0.0625,0,21.592,0.0042781,0.0014746,4.6815e-09
0.0015576,0.9375,0.0875,0,21.811,0.003881,0.0027578,4.517e-09
0.0013902,0.9375,0.1125,0,22.253,0.0034034,0.0041764,4.3227e-09
0.0012072,0.9375,0.1375,0,22.815,0.0029501,0.0056159,4.1042e-09
0.0010173,0.9375,0.1625,0,23.438,0.0025443,0.0070099,3.8664e-09
0.0008278,0.9375,0.1875,0,24.094,0.0021842,0.0083225,3.6138e-09
0.00064433,0.9375,0.2125,0,24.766,0.001862,0.0095357,3.3501e-09
0.00047153,0.9375,0.2375,0,25.447,0.0015706,0.010642,3.0781e-09
0.00031311,0.9375,0.2625,0,26.132,0.0013047,0.011638,2.7996e-09
0.00017197,0.9375,0.2875,0,26.82,0.0010605,0.012526,2.516e-09
5.0415e-05,0.9375,0.3125,0,27.508,0.00083567,0.013307,2.228e-09
-4.9785e-05,0.9375,0.3375,0,28.195,0.0006284,0.013986,1.9356e-09
-0.0001273,0.9375,0.3625,0,28.88,0.00043748,0.014565,1.6387e-09
-0.00018115,0.9375,0.3875,0,29.561,0.00026196,0.015049,1.3371e-09
-0.00021071,0.9375,0.4125,0,30.238,0.00010109,0.015442,1.0303e-09
-0.0002156,0.9375,0.4375,0,30.909,-4.5777e-05,0.015748,7.1795e-10
-0.00019569,0.9375,0.4625,0,31.575,-0.00017929,0.015973,3.9995e-10
-0.00015106,0.9375,0.4875,0,32.234,-0.00030026,0.01612,7.6384e-11
-8.1995e-05,0.9375,0.5125,0,32.885,-0.00040999,0.016195,-2.5228e-10
1.115e-05,0.9375,0.5375,0,33.528,-0.00051058,0.016203,-5.8513e-10
0.00012797,0.9375,0.5625,0,34.163,-0.00060538,0.016149,-9.208e-10
0.00026819,0.9375,0.5875,0,34.792,-0.00069929,0.016036,-1.2574e-09
0.00043176,0.9375,0.6125,0,35.416,-0.00079899,0.015865,-1.5927e-09
0.0006191,0.9375,0.6375,0,36.038,-0.00091267,0.015633,-1.9239e-09
0.0008312,0.9375,0.6625,0,36.665,-0.0010493,0.015334,-2.248e-09
0.0010697,0.9375,0.6875,0,37.303,-0.0012171,0.014953,-2.5619e-09
0.001337,0.9375,0.7125,0,37.96,-0.0014213,0.014471,-2.8624e-09
0.0016357,0.9375,0.7375,0,38.647,-0.0016615,0.013863,-3.1465e-09
0.0019683,0.9375,0.7625,0,39.374,-0.0019291,0.013099,-3.4113e-09
0.0023367,0.9375,0.7875,0,40.151,-0.0022056,0.012155,-3.6543e-09
0.0027412,0.9375,0.8125,0,40.986,-0.0024647,0.011015,-3.8732e-09
0.0031807,0.9375,0.8375,0,41.886,-0.0026773,0.0096799,-4.0663e-09
0.0036525,0.9375,0.8625,0,42.859,-0.0028213,0.0081737,-4.2319e-09
0.0041528,0.9375,0.8875,0,43.898,-0.0028914,0.0065383,-4.3689e-09
0.0046774,0.9375,0.9125,0,44.958,-0.0028981,0.0048283,-4.4763e-09
0.0052209,0.9375,0.9375,0,45.918,-0.0028207,0.0031146,-4.5535e-09
0.0057778,0.9375,0.9625,0,46.604,-0.002474,0.0015321,-4.6e-09
0.0063497,0.9375,0.9875,0,46.903,-0.0013488,0.00039855,-4.6154e-09
0.0016807,0.9625,0.0125,0,28.755,0.0021946,0.00053123,7.3603e-09
0.001751,0.9625,0.0375,0,28.309,0.0029382,0.0019948,4.8058e-09
0.0017134,0.9625,0.0625,0,28.286,0.0026857,0.0039296,4.6764e-09
0.0016,0.9625,0.0875,0,28.588,0.002242,0.0058777,4.5119e-09
0.0014415,0.9625,0.1125,0,29.063,0.0018291,0.0076725,4.3176e-09
0.0012591,0.9625,0.1375,0,29.615,0.0014894,0.009268,4.0991e-09
0.0010667,0.9625,0.1625,0,30.197,0.0012155,0.010664,3.8613e-09
0.00087383,0.9625,0.1875,0,30.784,0.00099106,0.011873,3.6088e-09
0.0006871,0.9625,0.2125,0,31.368,0.00080212,0.012913,3.3452e-09
0.00051137,0.9625,0.2375,0,31.946,0.00063885,0.013799,3.0733e-09
0.00035032,0.9625,0.2625,0,32.515,0.00049494,0.014544,2.7951e-09
0.0002068,0.9625,0.2875,0,33.076,0.00036648,0.01516,2.5118e-09
8.3059e-05,0.9625,0.3125,0,33.629,0.00025106,0.015657,2.2241e-09
-1.9203e-05,0.9625,0.3375,0,34.174,0.00014707,0.016044,1.932e-09
-9.8681e-05,0.9625,0.3625,0,34.711,5.342e-05,0.01633,1.6355e-09
-0.00015444,0.9625,0.3875,0,35.241,-3.0736e-05,0.016523,1.3343e-09
-0.00018583,0.9625,0.4125,0,35.763,-0.00010608,0.01663,1.0279e-09
-0.00019249,0.9625,0.4375,0,36.276,-0.00017321,0.016658,7.1595e-10
-0.00017428,0.9625,0.4625,0,36.782,-0.00023277,0.016615,3.9838e-10
-0.00013123,0.9625,0.4875,0,37.279,-0.0002855,0.016506,7.5261e-11
-6.3535e-05,0.9625,0.5125,0,37.768,-0.00033247,0.016339,-2.5291e-10
2.8564e-05,0.9625,0.5375,0,38.249,-0.00037519,0.016118,-5.8523e-10
0.00014482,0.9625,0.5625,0,38.723,-0.00041581,0.015847,-9.203e-10
0.00028513,0.9625,0.5875,0,39.19,-0.00045722,0.015529,-1.2562e-09
0.00044959,0.9625,0.6125,0,39.653,-0.00050304,0.015162,-1.5907e-09
0.00063869,0.9625,0.6375,0,40.115,-0.0005573,0.014742,-1.921e-09
0.00085338,0.9625,0.6625,0,40.581,-0.0006239,0.014261,-2.244e-09
0.0010951,0.9625,0.6875,0,41.054,-0.00070572,0.013704,-2.5567e-09
0.0013656,0.9625,0.7125,0,41.54,-0.00080348,0.013057,-2.8559e-09
0.0016671,0.9625,0.7375,0,42.047,-0.00091452,0.012301,-3.1386e-09
0.0020012,0.9625,0.7625,0,42.58,-0.0010321,0.011421,-3.4019e-09
0.0023692,0.9625,0.7875,0,43.144,-0.0011454,0.010408,-3.6433e-09
0.0027715,0.9625,0.8125,0,43.744,-0.0012418,0.009265,-3.8607e-09
0.0032069,0.9625,0.8375,0,44.383,-0.0013099,0.0080094,-4.0523e-09
0.0036738,0.9625,0.8625,0,45.065,-0.001344,0.0066708,-4.2165e-09
0.0041698,0.9625,0.8875,0,45.783,-0.0013477,0.0052851,-4.3523e-09
0.0046918,0.9625,0.9125,0,46.506,-0.0013332,0.0038866,-4.4588e-09
0.0052363,0.9625,0.9375,0,47.155,-0.0012966,0.0025114,-4.5353e-09
0.0058004,0.9625,0.9625,0,47.62,-0.0011476,0.0012434,-4.5814e-09
0.0063857,0.9625,0.9875,0,47.83,-0.0006242,0.00032605,-4.5968e-09
0.0015615,0.9875,0.0125,0,38.582,0.00083169,0.00083169,7.3569e-09
0.001754,0.9875,0.0375,0,38.392,0.0010029,0.0026663,4.8041e-09
0.0017603,0.9875,0.0625,0,38.428,0.00084162,0.0045109,4.6747e-09
0.0016578,0.9875,0.0875,0,38.635,0.0006482,0.0060007,4.5102e-09
0.0014974,0.9875,0.1125,0,38.931,0.00049,0.0071389,4.3159e-09
0.0013093,0.9875,0.1375,0,39.263,0.00037147,0.0080004,4.0973e-09
0.0011109,0.9875,0.1625,0,39.606,0.00028315,0.008655,3.8596e-09
0.00091257,0.9875,0.1875,0,39.946,0.0002154,0.0091535,3.6072e-09
0.00072121,0.9875,0.2125,0,40.28,0.00016127,0.0095302,3.3436e-09
0.0005415,0.9875,0.2375,0,40.605,0.00011636,0.0098078,3.0718e-09
0.00037697,0.9875,0.2625,0,40.922,7.8014e-05,0.010002,2.7937e-09
0.00023034,0.9875,0.2875,0,41.232,4.4706e-05,0.010125,2.5104e-09
0.00010373,0.9875,0.3125,0,41.534,1.5513e-05,0.010185,2.2228e-09
-1.1974e-06,0.9875,0.3375,0,41.83,-1.0145e-05,0.010191,1.9309e-09
-8.3171e-05,0.9875,0.3625,0,42.12,-3.2671e-05,0.010148,1.6345e-09
-0.00014127,0.9875,0.3875,0,42.403,-5.237e-05,0.010063,1.3334e-09
-0.00017486,0.9875,0.4125,0,42.681,-6.95e-05,0.0099408,1.0271e-09
-0.00018357,0.9875,0.4375,0,42.954,-8.4295e-05,0.009787,7.1533e-10
-0.00016726,0.9875,0.4625,0,43.221,-9.6999e-05,0.0096057,3.979e-10
-0.00012594,0.9875,0.4875,0,43.483,-0.0001079,0.0094008,7.4942e-11
-5.9774e-05,0.9875,0.5125,0,43.739,-0.00011737,0.0091755,-2.5306e-10
3.1009e-05,0.9875,0.5375,0,43.991,-0.00012592,0.0089323,-5.8519e-10
0.00014619,0.9875,0.5625,0,44.238,-0.00013421,0.0086721,-9.2005e-10
0.00028567,0.9875,0.5875,0,44.482,-0.00014311,0.0083948,-1.2557e-09
0.00044952,0.9875,0.6125,0,44.724,-0.0001536,0.0080981,-1.5899e-09
0.00063817,0.9875,0.6375,0,44.965,-0.00016667,0.0077778,-1.9198e-09
0.00085243,0.9875,0.6625,0,45.207,-0.00018318,0.007428,-2.2425e-09
0.0010935,0.9875,0.6875,0,45.454,-0.00020354,0.0070412,-2.5548e-09
0.001363,0.9875,0.7125,0,45.708,-0.00022743,0.0066103,-2.8536e-09
0.0016628,0.9875,0.7375,0,45.972,-0.00025355,0.0061293,-3.1357e-09
0.0019945,0.9875,0.7625,0,46.249,-0.00027962,0.0055961,-3.3985e-09
0.0023595,0.9875,0.7875,0,46.539,-0.00030263,0.0050139,-3.6394e-09
0.0027582,0.9875,0.8125,0,46.847,-0.00031959,0.0043916,-3.8563e-09
0.0031902,0.9875,0.8375,0,47.172,-0.00032848,0.0037436,-4.0474e-09
0.0036542,0.9875,0.8625,0,47.515,-0.00032913,0.003086,-4.2112e-09
0.0041482,0.9875,0.8875,0,47.873,-0.00032389,0.0024329,-4.3466e-09
0.0046697,0.9875,0.9125,0,48.228,-0.00031731,0.0017917,-4.4528e-09
0.0052164,0.9875,0.9375,0,48.542,-0.00030997,0.0011645,-4.5292e-09
0.0057878,0.9875,0.9625,0,48.768,-0.00027817,0.00057632,-4.5751e-09
0.0063855,0.9875,0.9875,0,48.874,-0.00014907,0.00014908,-4.5905e-09
