352
 208    125  145  146  125  145  146  125  145  146
 209    146  147  125  146  147  125  146  147  125
 210    148  147  146  148  147  146  148  147  146
 211    146  149  148  146  149  148  146  149  148
 212    150  149  146  150  149  146  150  149  146
 213    146  151  150  146  151  150  146  151  150
 214    152  151  146  152  151  146  152  151  146
 215    146  145  152  146  145  152  146  145  152
 216    148  149  153  148  149  153  148  149  153
 217    153  154  148  153  154  148  153  154  148
 218    155  154  153  155  154  153  155  154  153
 219    153  156  155  153  156  155  153  156  155
 220    157  156  153  157  156  153  157  156  153
 221    153  158  157  153  158  157  153  158  157
 222    150  158  153  150  158  153  150  158  153
 223    153  149  150  153  149  150  153  149  150
 224    114  117  159  114  117  159  114  117  159
 225    159  160  114  159  160  114  159  160  114
 226    161  160  159  161  160  159  161  160  159
 227    159  162  161  159  162  161  159  162  161
 228    163  162  159  163  162  159  163  162  159
 229    159  164  163  159  164  163  159  164  163
 230    118  164  159  118  164  159  118  164  159
 231    159  117  118  159  117  118  159  117  118
 232    165  166  167  165  166  167  165  166  167
 233    167  168  165  167  168  165  167  168  165
 234    169  168  167  169  168  167  169  168  167
 235    167  170  169  167  170  169  167  170  169
 236    163  170  167  163  170  167  163  170  167
 237    167  162  163  167  162  163  167  162  163
 238    161  162  167  161  162  167  161  162  167
 239    167  166  161  167  166  161  167  166  161
 240    155  171  172  155  171  172  155  171  172
 241    172  154  155  172  154  155  172  154  155
 242    148  154  172  148  154  172  148  154  172
 243    172  173  148  172  173  148  172  173  148
 244    163  173  172  163  173  172  163  173  172
 245    172  170  163  172  170  163  172  170  163
 246    169  170  172  169  170  172  169  170  172
 247    172  171  169  172  171  169  172  171  169
 248    125  147  174  125  147  174  125  147  174
 249    174  124  125  174  124  125  174  124  125
 250    118  124  174  118  124  174  118  124  174
 251    174  164  118  174  164  118  174  164  118
 252    163  164  174  163  164  174  163  164  174
 253    174  173  163  174  173  163  174  173  163
 254    148  173  174  148  173  174  148  173  174
 255    174  147  148  174  147  148  174  147  148
 256    120  175  123  120  175  123  120  175  123
 257    125  123  175  125  123  175  125  123  175
 258    175  145  125  175  145  125  175  145  125
 259    152  145  175  152  145  175  152  145  175
 260    155  176  177  155  176  177  155  176  177
 261    177  171  155  177  171  155  177  171  155
 262    169  171  177  169  171  177  169  171  177
 263    177  178  169  177  178  169  177  178  169
 264    136  178  177  136  178  177  136  178  177
 265    177  137  136  177  137  136  177  137  136
 266    113  137  177  113  137  177  113  137  177
 267    177  176  113  177  176  113  177  176  113
 268    165  168  179  165  168  179  165  168  179
 269    179  180  165  179  180  165  179  180  165
 270    126  180  179  126  180  179  126  180  179
 271    179  144  126  179  144  126  179  144  126
 272    136  144  179  136  144  179  136  144  179
 273    179  178  136  179  178  136  179  178  136
 274    169  178  179  169  178  179  169  178  179
 275    179  168  169  179  168  169  179  168  169
 276    114  181  182  114  181  182  114  181  182
 277    182  115  114  182  115  114  182  115  114
 278    115  182  183  115  182  183  115  182  183
 279    183  122  115  183  122  115  183  122  115
 280    183  182   83  183  182   83  183  182   83
 281     83   82  183   83   82  183   83   82  183
 282     84   83  182   84   83  182   84   83  182
 283    182  181   84  182  181   84  182  181   84
 284    165  180  184  165  180  184  165  180  184
 285    184  185  165  184  185  165  184  185  165
 286     87  185  184   87  185  184   87  185  184
 287    184   88   87  184   88   87  184   88   87
 288     25   88  184   25   88  184   25   88  184
 289    184  129   25  184  129   25  184  129   25
 290    126  129  184  126  129  184  126  129  184
 291    184  180  126  184  180  126  184  180  126
 292    165  185  186  165  185  186  165  185  186
 293    186  166  165  186  166  165  186  166  165
 294    161  166  186  161  166  186  161  166  186
 295    186  187  161  186  187  161  186  187  161
 296     91  187  186   91  187  186   91  187  186
 297    186   92   91  186   92   91  186   92   91
 298     87   92  186   87   92  186   87   92  186
 299    186  185   87  186  185   87  186  185   87
 300    114  160  188  114  160  188  114  160  188
 301    188  181  114  188  181  114  188  181  114
 302     84  181  188   84  181  188   84  181  188
 303    188   94   84  188   94   84  188   94   84
 304     91   94  188   91   94  188   91   94  188
 305    188  187   91  188  187   91  188  187   91
 306    161  187  188  161  187  188  161  187  188
 307    188  160  161  188  160  161  188  160  161
 308    133  132  189  133  132  189  133  132  189
 309    190  191  192  190  191  192  190  191  192
 310    192  193  190  192  193  190  192  193  190
 311    135  133  190  135  133  190  135  133  190
 312    190  193  135  190  193  135  190  193  135
 313    191  194  195  191  194  195  191  194  195
 314    195  192  191  195  192  191  195  192  191
 315    102  103  195  102  103  195  102  103  195
 316    195  194  102  195  194  102  195  194  102
 317    155  156  196  155  156  196  155  156  196
 318    196  176  155  196  176  155  196  176  155
 319    113  176  196  113  176  196  113  176  196
 320    196  112  113  196  112  113  196  112  113
 321    111  112  196  111  112  196  111  112  196
 322    196  197  111  196  197  111  196  197  111
 323    157  197  196  157  197  196  157  197  196
 324    196  156  157  196  156  157  196  156  157
 325    192  195  130  198  199  200  198  199  200
 326    130  131  192  200  201  198  200  201  198
 327    193  192  131  202  198  201  202  198  201
 328    131  143  193  201  203  202  201  203  202
 329    135  193  143  204  202  203  204  202  203
 330    143  140  135  203  205  204  203  205  204
 331    134  135  140  206  204  205  206  204  205
 332    140  141  134  205  207  206  205  207  206
 333    132  134  141  208  206  207  208  206  207
 334    141  106  132  207  209  208  207  209  208
 335    189  132  106  210  208  209  210  208  209
 336    106  109  189  209  211  210  209  211  210
 337     30   95    2  212  213  214  212  213  214
 338      2    1   30  214  215  212  214  215  212
 339     31   30    1  216  212  215  216  212  215
 340      1   39   31  215  217  216  215  217  216
 341     33   31   39  218  216  217  218  216  217
 342     39   38   33  217  219  218  217  219  218
 343     97   33   38  220  218  219  220  218  219
 344     38   40   97  219  221  220  219  221  220
 345     98   97   40  222  220  221  222  220  221
 346     40   29   98  221  223  222  221  223  222
 347    100   98   29  224  222  223  224  222  223
 348     29   28  100  223  225  224  223  225  224
 349    103  100   28  226  224  225  226  224  225
 350     28   27  103  225  227  226  225  227  226
 351    195  103   27  199  226  227  199  226  227
 352     27  130  195  227  200  199  227  200  199
197
   1   -4.825320 0.507610 -8.863330
   2   -5.490330 -1.986830 -7.646620
   3   -5.335690 -0.861102 -3.088940
   4   -4.900170 0.929342 -3.384990
   5   -5.747320 -2.907560 -2.754680
   6   -5.737550 -3.271110 -0.430922
   7   -5.373930 -0.829674 -0.514391
   8   -4.970520 1.006690 -0.588360
   9   -1.928600 0.532192 16.187300
  10   -2.786970 0.090479 16.187300
  11   -2.538280 -2.249190 20.505301
  12   -1.764290 -1.906410 20.505501
  13   -3.517040 -0.459371 16.187300
  14   -3.220060 -2.755460 20.503300
  15   -3.094750 -4.854270 22.966499
  16   -2.305920 -4.770610 24.261400
  17   -1.579860 -4.708010 25.016300
  18   -3.699840 -3.502200 20.503700
  19   -4.016590 -1.019000 16.187300
  20   -4.416860 -1.851830 16.187300
  21   -2.119610 4.414900 -0.734156
  22   -1.082680 4.738620 -0.746856
  23   -1.062810 4.592970 -4.017220
  24   -2.082910 4.285020 -3.966760
  25   0.000000 4.854270 -0.751198
  26   0.000000 4.702800 -4.034470
  27   0.000000 4.198620 -10.206700
  28   -1.036800 4.089430 -10.172200
  29   -2.035660 3.787060 -10.071300
  30   -4.767570 0.490707 -10.371500
  31   -4.292380 1.674860 -10.693900
  32   -3.652510 -0.243992 -20.856899
  33   -3.712260 2.517570 -10.934800
  34   -3.870470 3.202520 -0.683550
  35   -3.813420 3.115580 -3.765300
  36   -4.416840 2.206760 -3.604640
  37   -4.487500 2.293480 -0.643299
  38   -3.746220 2.648360 -9.668350
  39   -4.338880 1.752380 -9.346940
  40   -2.958640 3.316610 -9.906590
  41   -3.017610 3.800430 -3.884390
  42   -3.065020 3.906260 -0.713448
  43   -4.799070 -0.851270 13.491800
  44   -5.109910 -2.337860 13.569800
  45   -4.665150 -3.065680 16.187300
  46   -4.965820 -0.247764 11.588900
  47   -5.318760 -1.911620 11.705800
  48   -5.603130 -4.414000 11.843100
  49   -5.347100 -4.460160 13.661400
  50   -4.824370 -4.586880 16.187300
  51   -5.048350 0.228760 9.488970
  52   -5.406850 -1.521570 9.567010
  53   -5.064430 0.690678 6.798110
  54   -5.420460 -1.099690 6.817780
  55   -5.706970 -4.027680 6.840590
  56   -5.695120 -4.361000 9.658490
  57   -2.032160 2.023040 13.329300
  58   -2.941900 1.521540 13.364000
  59   -2.086980 2.849760 11.347200
  60   -3.023470 2.320030 11.398700
  61   -3.833380 1.646200 11.456300
  62   -3.725250 0.888447 13.402800
  63   -2.133750 4.078050 6.754780
  64   -3.091160 3.491500 6.764040
  65   -3.071210 2.933730 9.360980
  66   -2.119260 3.501900 9.326340
  67   -3.917530 2.749960 6.774470
  68   -3.895190 2.217350 9.399790
  69   -4.549350 1.395590 9.437850
  70   -4.569370 1.895320 6.784750
  71   -4.475760 0.864425 11.512700
  72   -4.340910 0.161017 13.440700
  73   -3.932430 -4.794910 20.503300
  74   -4.543550 2.150310 3.122100
  75   -5.031880 0.896864 3.122510
  76   -3.907230 3.037560 3.121530
  77   -2.135210 4.321910 3.120480
  78   -3.089320 3.767390 3.120960
  79   -0.903833 -1.679570 20.505600
  80   -0.985481 0.825994 16.187300
  81   -0.805676 -4.708330 25.198999
  82   0.000000 -4.708250 25.221001
  83   0.000000 -1.595470 20.505600
  84   0.000000 0.935895 16.187300
  85   -1.088770 4.467610 6.747990
  86   -1.090310 4.683170 3.120160
  87   0.000000 4.613150 6.745220
  88   0.000000 4.815500 3.120040
  89   -1.081160 3.878860 9.300820
  90   -1.064890 3.199090 11.309200
  91   0.000000 3.328690 11.293600
  92   0.000000 4.019560 9.290350
  93   -1.037350 2.355560 13.303700
  94   0.000000 2.479600 13.293200
  95   -5.246280 -1.151270 -9.946740
  96   -2.538000 0.466870 -23.439800
  97   -2.918820 3.135120 -11.115200
  98   -1.991400 3.575490 -11.242900
  99   -1.504830 0.869774 -24.477900
 100   -1.009350 3.886500 -11.325700
 101   -0.696261 1.078470 -25.050900
 102   0.000000 1.134260 -25.221001
 103   0.000000 4.009680 -11.355900
 104   -5.405840 -0.930623 3.122580
 105   -5.722600 -3.749780 3.122480
 106   4.825320 0.507610 -8.863330
 107   4.900170 0.929342 -3.384990
 108   5.335690 -0.861102 -3.088940
 109   5.490330 -1.986830 -7.646620
 110   5.747320 -2.907560 -2.754690
 111   5.737550 -3.271110 -0.430922
 112   5.373930 -0.829674 -0.514391
 113   4.970520 1.006690 -0.588369
 114   1.928600 0.532192 16.187300
 115   1.764290 -1.906410 20.505501
 116   2.538280 -2.249190 20.505301
 117   2.786970 0.090479 16.187300
 118   3.517040 -0.459371 16.187300
 119   3.220060 -2.755460 20.503300
 120   3.094750 -4.854270 22.966499
 121   2.305920 -4.770610 24.261400
 122   1.579860 -4.708010 25.016300
 123   3.699840 -3.502200 20.503700
 124   4.016590 -1.019000 16.187201
 125   4.416860 -1.851830 16.187300
 126   2.119610 4.414900 -0.734164
 127   2.082910 4.285020 -3.966760
 128   1.062810 4.592970 -4.017210
 129   1.082680 4.738620 -0.746860
 130   1.036800 4.089430 -10.172200
 131   2.035660 3.787060 -10.071300
 132   4.767570 0.490707 -10.371500
 133   3.652510 -0.243992 -20.856899
 134   4.292380 1.674860 -10.693900
 135   3.712260 2.517570 -10.934800
 136   3.870470 3.202520 -0.683559
 137   4.487500 2.293480 -0.643294
 138   4.416840 2.206760 -3.604640
 139   3.813420 3.115580 -3.765300
 140   3.746220 2.648360 -9.668360
 141   4.338880 1.752380 -9.346930
 142   3.017610 3.800430 -3.884390
 143   2.958640 3.316610 -9.906580
 144   3.065020 3.906260 -0.713448
 145   4.665150 -3.065680 16.187201
 146   5.109910 -2.337860 13.569800
 147   4.799070 -0.851270 13.491800
 148   4.965820 -0.247764 11.588900
 149   5.318760 -1.911620 11.705800
 150   5.603130 -4.414000 11.843100
 151   5.347100 -4.460160 13.661300
 152   4.824370 -4.586880 16.187300
 153   5.406850 -1.521570 9.567010
 154   5.048350 0.228760 9.488960
 155   5.064430 0.690678 6.798110
 156   5.420460 -1.099690 6.817780
 157   5.706970 -4.027680 6.840590
 158   5.695120 -4.361000 9.658500
 159   2.941900 1.521540 13.364000
 160   2.032160 2.023040 13.329300
 161   2.086980 2.849760 11.347200
 162   3.023470 2.320030 11.398700
 163   3.833380 1.646200 11.456300
 164   3.725250 0.888447 13.402700
 165   2.133750 4.078050 6.754790
 166   2.119260 3.501900 9.326340
 167   3.071210 2.933730 9.360980
 168   3.091160 3.491500 6.764030
 169   3.917530 2.749960 6.774470
 170   3.895190 2.217350 9.399790
 171   4.569370 1.895320 6.784740
 172   4.549350 1.395590 9.437850
 173   4.475760 0.864425 11.512700
 174   4.340910 0.161017 13.440700
 175   3.932430 -4.794910 20.503300
 176   5.031880 0.896864 3.122500
 177   4.543550 2.150310 3.122110
 178   3.907230 3.037560 3.121530
 179   3.089320 3.767390 3.120960
 180   2.135210 4.321910 3.120480
 181   0.985481 0.825994 16.187300
 182   0.903833 -1.679570 20.505600
 183   0.805676 -4.708330 25.198999
 184   1.090310 4.683170 3.120160
 185   1.088770 4.467610 6.747990
 186   1.081160 3.878860 9.300830
 187   1.064890 3.199090 11.309200
 188   1.037350 2.355560 13.303700
 189   5.246280 -1.151270 -9.946740
 190   2.538000 0.466870 -23.439800
 191   1.504830 0.869774 -24.477900
 192   1.991400 3.575490 -11.242900
 193   2.918820 3.135120 -11.115200
 194   0.696261 1.078470 -25.050900
 195   1.009350 3.886500 -11.325700
 196   5.405840 -0.930623 3.122570
 197   5.722600 -3.749780 3.122480
227
1   -0.955176 0.293994 -0.034727
2   -0.975281 0.219948 -0.021237
3   -0.977687 0.209557 -0.014609
4   -0.956332 0.290328 -0.033744
5   -0.979978 0.198828 0.010491
6   -0.988318 0.152169 0.008499
7   -0.983491 0.180669 -0.010208
8   -0.958401 0.284946 -0.016532
9   -0.328740 0.824948 0.459773
10   -0.480819 0.765166 0.428174
11   -0.493858 0.726532 0.477760
12   -0.303356 0.806408 0.507623
13   -0.616918 0.683527 0.390132
14   -0.699362 0.577484 0.421194
15   -0.750741 0.478010 0.455955
16   -0.547683 0.686235 0.478669
17   -0.340036 0.792575 0.506162
18   -0.877456 0.340511 0.337821
19   -0.784462 0.521564 0.335544
20   -0.910158 0.318106 0.265369
21   -0.392722 0.919601 -0.010174
22   -0.203183 0.979017 -0.015585
23   -0.200621 0.977667 -0.062594
24   -0.379019 0.923455 -0.059803
25   0.000000 0.999859 -0.016791
26   0.000000 0.997965 -0.063759
27   0.000000 0.996657 -0.081701
28   -0.202553 0.975941 -0.080697
29   -0.380486 0.921502 -0.077876
30   -0.947670 0.295242 -0.121467
31   -0.888197 0.438050 -0.138628
32   -0.888520 0.435777 -0.143632
33   -0.754368 0.633912 -0.170544
34   -0.748551 0.663034 -0.007560
35   -0.752839 0.656564 -0.046451
36   -0.891389 0.451453 -0.040195
37   -0.888215 0.459178 -0.015175
38   -0.755224 0.652653 -0.060679
39   -0.893694 0.446162 -0.047438
40   -0.564236 0.822503 -0.071605
41   -0.565292 0.823110 -0.054169
42   -0.569557 0.821937 -0.004877
43   -0.925710 0.312251 0.213447
44   -0.970819 0.161093 0.177647
45   -0.965352 0.148735 0.214415
46   -0.939722 0.309684 0.144977
47   -0.980060 0.166075 0.109095
48   -0.988850 0.113520 0.096383
49   -0.977753 0.116790 0.174238
50   -0.973427 0.107158 0.202380
51   -0.950295 0.300527 0.081378
52   -0.986907 0.154069 0.047715
53   -0.956352 0.290288 0.033515
54   -0.989094 0.146514 0.015088
55   -0.994706 0.102021 0.012281
56   -0.994332 0.101921 0.030261
57   -0.356747 0.841566 0.405584
58   -0.504229 0.776493 0.377904
59   -0.379905 0.865195 0.327278
60   -0.530289 0.793921 0.297461
61   -0.677799 0.688226 0.258715
62   -0.648556 0.681350 0.339318
63   -0.425046 0.895683 0.130718
64   -0.592714 0.796797 0.117489
65   -0.565779 0.796289 0.214053
66   -0.410112 0.878742 0.244175
67   -0.729418 0.677262 0.096258
68   -0.706473 0.684978 0.178047
69   -0.849271 0.511113 0.132297
70   -0.865415 0.496920 0.064239
71   -0.827762 0.522128 0.205408
72   -0.804912 0.521721 0.282710
73   -0.955467 0.159394 0.248348
74   -0.878362 0.477700 0.016817
75   -0.959190 0.282762 -0.000063
76   -0.743220 0.668071 0.036135
77   -0.416223 0.908353 0.040657
78   -0.584640 0.810220 0.041699
79   -0.159189 0.844992 0.510536
80   -0.180219 0.858603 0.479919
81   -0.108535 0.834907 0.539584
82   0.000000 0.834561 0.550915
83   0.000000 0.845803 0.533496
84   0.000001 0.873127 0.487492
85   -0.239576 0.960900 0.138831
86   -0.223581 0.973994 0.036705
87   0.000000 0.989816 0.142349
88   -0.000000 0.999459 0.032882
89   -0.222413 0.937885 0.266279
90   -0.201036 0.914930 0.349982
91   0.000000 0.933910 0.357507
92   -0.000001 0.960881 0.276960
93   -0.190753 0.885436 0.423811
94   0.000004 0.902267 0.431178
95   -0.961025 0.249224 -0.119663
96   -0.600641 0.776755 -0.189423
97   -0.539368 0.819403 -0.194065
98   -0.425218 0.882987 -0.198805
99   -0.401588 0.894609 -0.195964
100   -0.235191 0.950950 -0.200945
101   -0.251515 0.947070 -0.199499
102   0.000000 0.979147 -0.203153
103   0.000000 0.979166 -0.203064
104   -0.987119 0.159963 0.002803
105   -0.993621 0.111645 0.015871
106   0.955176 0.293994 -0.034727
107   0.956332 0.290328 -0.033744
108   0.977687 0.209557 -0.014609
109   0.975280 0.219948 -0.021237
110   0.979978 0.198828 0.010491
111   0.988318 0.152169 0.008499
112   0.983491 0.180669 -0.010208
113   0.958401 0.284946 -0.016532
114   0.328739 0.824948 0.459773
115   0.303356 0.806408 0.507623
116   0.493860 0.726532 0.477760
117   0.480819 0.765166 0.428174
118   0.616920 0.683526 0.390131
119   0.699363 0.577484 0.421194
120   0.750741 0.478010 0.455955
121   0.547684 0.686235 0.478669
122   0.340034 0.792576 0.506163
123   0.877455 0.340512 0.337822
124   0.784463 0.521564 0.335544
125   0.910158 0.318107 0.265369
126   0.392722 0.919601 -0.010174
127   0.379018 0.923455 -0.059803
128   0.200621 0.977667 -0.062594
129   0.203183 0.979017 -0.015585
130   0.202553 0.975941 -0.080697
131   0.380486 0.921502 -0.077876
132   0.947670 0.295242 -0.121467
133   0.888520 0.435777 -0.143632
134   0.888197 0.438050 -0.138628
135   0.754367 0.633912 -0.170544
136   0.748551 0.663034 -0.007560
137   0.888215 0.459178 -0.015175
138   0.891389 0.451453 -0.040195
139   0.752839 0.656564 -0.046451
140   0.755224 0.652653 -0.060679
141   0.893694 0.446162 -0.047438
142   0.565292 0.823110 -0.054169
143   0.564236 0.822503 -0.071605
144   0.569557 0.821937 -0.004877
145   0.965352 0.148735 0.214415
146   0.970820 0.161092 0.177647
147   0.925709 0.312253 0.213448
148   0.939722 0.309685 0.144977
149   0.980060 0.166075 0.109095
150   0.988850 0.113520 0.096383
151   0.977753 0.116790 0.174238
152   0.973427 0.107158 0.202380
153   0.986907 0.154069 0.047715
154   0.950295 0.300527 0.081378
155   0.956352 0.290288 0.033515
156   0.989094 0.146514 0.015088
